word;Economy;Sport;Hospitals;General statistics;Restrictions;Vaccine research;Mental health;Schools;Global politics;General politics;Global statistics;Vaccine politics
inhumane;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unequivocal;1;1;1;1;1;1;1;1;1;1;1;1
ambiguous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rupture;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inconsistencies;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
nicely;1;1;1;1;1;1;1;1;1;1;1;1
impatience;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
impoverished;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irresponsibly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
timid;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
violently;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
astonishing;1;1;1;1;1;1;1;1;1;1;1;1
ambiguity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dissidents;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
starvation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
patiently;1;1;1;1;1;1;1;1;1;1;1;1
distressing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imbalance;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
partisans;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
slaughtered;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lucrative;1;1;1;1;1;1;1;1;1;1;1;1
degradation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
intermittent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
prosperous;1;1;1;1;1;1;1;1;1;1;1;1
drain;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
exaggeration;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rivalry;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sensations;1;1;1;1;1;1;1;1;1;1;1;1
swelling;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
illustrious;1;1;1;1;1;1;1;1;1;1;1;1
respectable;1;1;1;1;1;1;1;1;1;1;1;1
blunt;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
powerless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
puppet;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stole;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sued;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
undecided;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
quicker;1;1;1;1;1;1;1;1;1;1;1;1
reformed;1;1;1;1;1;1;1;1;1;1;1;1
stimulates;1;1;1;1;1;1;1;1;1;1;1;1
condemnation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
depressing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
incompetent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disappoint;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
impatient;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
thrilled;1;1;1;1;1;1;1;1;1;1;1;1
contentious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stagnant;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
oasis;1;1;1;1;1;1;1;1;1;1;1;1
insufficiency;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
virulence;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
punctual;1;1;1;1;1;1;1;1;1;1;1;1
unrestricted;1;1;1;1;1;1;1;1;1;1;1;1
arrogant;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deceive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
illusions;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
noisy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unexplained;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
condemns;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
capability;1;1;1;1;1;1;1;1;1;1;1;1
sane;1;1;1;1;1;1;1;1;1;1;1;1
darker;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scapegoat;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
diligently;1;1;1;1;1;1;1;1;1;1;1;1
preferable;1;1;1;1;1;1;1;1;1;1;1;1
reconciliation;1;1;1;1;1;1;1;1;1;1;1;1
trusting;1;1;1;1;1;1;1;1;1;1;1;1
overthrow;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tempting;1;1;1;1;1;1;1;1;1;1;1;1
falsely;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
illogical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unfamiliar;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
polite;1;1;1;1;1;1;1;1;1;1;1;1
cons;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
conspiracies;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hedge;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
handy;1;1;1;1;1;1;1;1;1;1;1;1
undisputed;1;1;1;1;1;1;1;1;1;1;1;1
erroneous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
carefree;1;1;1;1;1;1;1;1;1;1;1;1
anomaly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
clogged;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mirage;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
twists;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bug;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
odor;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
punitive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
swollen;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
reputable;1;1;1;1;1;1;1;1;1;1;1;1
fateful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fictional;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inconceivable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
injustices;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
offence;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bloom;1;1;1;1;1;1;1;1;1;1;1;1
inhuman;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misunderstood;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
spoiled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
endorsement;1;1;1;1;1;1;1;1;1;1;1;1
striving;1;1;1;1;1;1;1;1;1;1;1;1
insulting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
malignant;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
restless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unscrupulous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rosy;1;1;1;1;1;1;1;1;1;1;1;1
stall;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
exhaust;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
harms;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inadequacy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
obscene;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cornerstone;1;1;1;1;1;1;1;1;1;1;1;1
pep;1;1;1;1;1;1;1;1;1;1;1;1
preferring;1;1;1;1;1;1;1;1;1;1;1;1
survivor;1;1;1;1;1;1;1;1;1;1;1;1
agony;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lone;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
comfortably;1;1;1;1;1;1;1;1;1;1;1;1
hated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
panicking;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
provocative;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
playful;1;1;1;1;1;1;1;1;1;1;1;1
superiority;1;1;1;1;1;1;1;1;1;1;1;1
defiance;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unfinished;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unworthy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irresistible;1;1;1;1;1;1;1;1;1;1;1;1
thrill;1;1;1;1;1;1;1;1;1;1;1;1
divisive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fictitious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hotbeds;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
obstruction;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
brighter;1;1;1;1;1;1;1;1;1;1;1;1
energetic;1;1;1;1;1;1;1;1;1;1;1;1
harmonize;1;1;1;1;1;1;1;1;1;1;1;1
restructure;1;1;1;1;1;1;1;1;1;1;1;1
alarmingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sap;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
showdown;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
static;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
enrich;1;1;1;1;1;1;1;1;1;1;1;1
exasperated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irritated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
plight;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scars;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cohesive;1;1;1;1;1;1;1;1;1;1;1;1
readily;1;1;1;1;1;1;1;1;1;1;1;1
unparalleled;1;1;1;1;1;1;1;1;1;1;1;1
offend;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
omission;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overwhelmingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
aspirations;1;1;1;1;1;1;1;1;1;1;1;1
resounding;1;1;1;1;1;1;1;1;1;1;1;1
butcher;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
erase;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
relentlessly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
apocalypse;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
betrayal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cracked;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
culpable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
illicit;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overwhelms;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unwilling;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fond;1;1;1;1;1;1;1;1;1;1;1;1
ingenuity;1;1;1;1;1;1;1;1;1;1;1;1
aggravation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
defective;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
denunciation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scrap;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
poetic;1;1;1;1;1;1;1;1;1;1;1;1
decay;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insurmountable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
reluctantly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cashback;1;1;1;1;1;1;1;1;1;1;1;1
excel;1;1;1;1;1;1;1;1;1;1;1;1
tolerable;1;1;1;1;1;1;1;1;1;1;1;1
bothers;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
spoil;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imaginative;1;1;1;1;1;1;1;1;1;1;1;1
inspiring;1;1;1;1;1;1;1;1;1;1;1;1
appalling;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
crashes;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
curse;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
perplexed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pinch;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
suicidal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tops;1;1;1;1;1;1;1;1;1;1;1;1
illegitimate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inhibit;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
surpass;1;1;1;1;1;1;1;1;1;1;1;1
disintegration;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fucking;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
strangely;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unlucky;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vehemently;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lucid;1;1;1;1;1;1;1;1;1;1;1;1
sharper;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
flaw;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fried;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hurting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
idiots;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pale;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ridicule;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
simplifying;1;1;1;1;1;1;1;1;1;1;1;1
humid;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lazy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
repressive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gladly;1;1;1;1;1;1;1;1;1;1;1;1
thrive;1;1;1;1;1;1;1;1;1;1;1;1
togetherness;1;1;1;1;1;1;1;1;1;1;1;1
anxiously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
backward;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
blatant;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deterrent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
expel;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
frenzy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mocking;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rude;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
subdued;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unconfirmed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
discriminate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dismay;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
indulge;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lags;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
undesirable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
commendable;1;1;1;1;1;1;1;1;1;1;1;1
unaffected;1;1;1;1;1;1;1;1;1;1;1;1
victorious;1;1;1;1;1;1;1;1;1;1;1;1
crafty;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fuss;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
messed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
obsessive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
spacious;1;1;1;1;1;1;1;1;1;1;1;1
distort;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sluggish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inexpensive;1;1;1;1;1;1;1;1;1;1;1;1
accomplished;1;1;1;1;1;1;1;1;1;1;1;1
amazement;1;1;1;1;1;1;1;1;1;1;1;1
generously;1;1;1;1;1;1;1;1;1;1;1;1
resolute;1;1;1;1;1;1;1;1;1;1;1;1
succeeding;1;1;1;1;1;1;1;1;1;1;1;1
bitterly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cheating;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
crushing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disbelief;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
displeasure;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hopeless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fertile;1;1;1;1;1;1;1;1;1;1;1;1
fruitful;1;1;1;1;1;1;1;1;1;1;1;1
idol;1;1;1;1;1;1;1;1;1;1;1;1
defect;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deter;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grieving;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
regrettable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tenderness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
softer;1;1;1;1;1;1;1;1;1;1;1;1
froze;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irreparable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
orphan;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
punch;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scrambling;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unfairly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
achievable;1;1;1;1;1;1;1;1;1;1;1;1
begging;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
commonplace;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hazardous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
idiot;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
invalid;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tragically;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unleash;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
humane;1;1;1;1;1;1;1;1;1;1;1;1
defy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
extinguish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
extortion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
friction;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
revolutionized;1;1;1;1;1;1;1;1;1;1;1;1
doomed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
loser;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
needless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
painfully;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stubbornly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
entertaining;1;1;1;1;1;1;1;1;1;1;1;1
enthusiastically;1;1;1;1;1;1;1;1;1;1;1;1
satisfying;1;1;1;1;1;1;1;1;1;1;1;1
inferior;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
merciless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
splitting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
untested;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
phenomenal;1;1;1;1;1;1;1;1;1;1;1;1
dumping;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flawed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
conscientious;1;1;1;1;1;1;1;1;1;1;1;1
joyful;1;1;1;1;1;1;1;1;1;1;1;1
unreal;1;1;1;1;1;1;1;1;1;1;1;1
upgraded;1;1;1;1;1;1;1;1;1;1;1;1
upheld;1;1;1;1;1;1;1;1;1;1;1;1
confessions;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
drowning;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mistakenly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
slave;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
luxurious;1;1;1;1;1;1;1;1;1;1;1;1
tidy;1;1;1;1;1;1;1;1;1;1;1;1
contention;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
frantic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
humiliating;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
meager;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
audible;1;1;1;1;1;1;1;1;1;1;1;1
immaculate;1;1;1;1;1;1;1;1;1;1;1;1
sensibly;1;1;1;1;1;1;1;1;1;1;1;1
visionary;1;1;1;1;1;1;1;1;1;1;1;1
adversity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
clumsy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
contaminate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
crush;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
haywire;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inefficient;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sedentary;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
masterpieces;1;1;1;1;1;1;1;1;1;1;1;1
bogus;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
peculiar;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sunk;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wedge;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
morality;1;1;1;1;1;1;1;1;1;1;1;1
refine;1;1;1;1;1;1;1;1;1;1;1;1
chatter;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
extremism;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
horrific;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
slack;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fevers;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
greed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insufficiently;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sabotage;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
invincible;1;1;1;1;1;1;1;1;1;1;1;1
willingly;1;1;1;1;1;1;1;1;1;1;1;1
bewilderment;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deceptive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
illusory;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
noises;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
petty;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unusable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
aspire;1;1;1;1;1;1;1;1;1;1;1;1
diligent;1;1;1;1;1;1;1;1;1;1;1;1
remarkably;1;1;1;1;1;1;1;1;1;1;1;1
annoyance;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
beg;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
debacle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grotesque;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rift;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
articulate;1;1;1;1;1;1;1;1;1;1;1;1
stainless;1;1;1;1;1;1;1;1;1;1;1;1
distortion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
immoral;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unjust;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rectify;1;1;1;1;1;1;1;1;1;1;1;1
deception;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
discouraging;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
oppositions;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rhetorical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
senseless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stupidity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tentative;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tentatively;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
woe;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
affirmation;1;1;1;1;1;1;1;1;1;1;1;1
bless;1;1;1;1;1;1;1;1;1;1;1;1
humorous;1;1;1;1;1;1;1;1;1;1;1;1
addicted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
biased;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
boil;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
compulsion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
impediment;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
impractical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
incitement;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
silly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ultimatum;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bargain;1;1;1;1;1;1;1;1;1;1;1;1
erosion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
foolish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grievances;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
